year,quarter,month,location,beverage_group,tax,price,under_report
2013,2,6,Berkeley,milk substitutes,Non-taxed,9.502381967044318,
2013,2,6,Non-Berkeley,milk substitutes,Non-taxed,9.286491865731529,
2013,2,6,Non-Berkeley,milk substitutes,Non-taxed,9.164112008519353,
2013,2,6,Non-Berkeley,milk substitutes,Non-taxed,9.377992247625903,
2013,2,6,Berkeley,milk substitutes,Taxed,12.6872004287806,
2013,2,6,Berkeley,milk substitutes,Taxed,11.98944808637722,
2013,2,6,Non-Berkeley,milk substitutes,Taxed,12.91939794456432,
2013,2,6,Non-Berkeley,milk substitutes,Taxed,15.61092190885068,
2013,2,6,Non-Berkeley,milk substitutes,Taxed,12.48329444872831,
2013,2,6,Berkeley,water,Non-taxed,2.815734783543956,
2013,2,6,Berkeley,water,Non-taxed,2.662797389025904,
2013,2,6,Non-Berkeley,water,Non-taxed,2.170156282436531,
2013,2,6,Non-Berkeley,water,Non-taxed,1.873657551914614,
2013,2,6,Non-Berkeley,water,Non-taxed,2.715260955435117,
2013,2,6,Berkeley,milk,Non-taxed,5.49177017033584,
2013,2,6,Berkeley,milk,Non-taxed,5.754898504931061,
2013,2,6,Non-Berkeley,milk,Non-taxed,5.522920268243967,
2013,2,6,Non-Berkeley,milk,Non-taxed,5.416619446517458,
2013,2,6,Non-Berkeley,milk,Non-taxed,5.423437292005962,
2013,3,7,Berkeley,soda,Non-taxed,6.027535120479365,
2013,3,7,Non-Berkeley,soda,Non-taxed,5.296462025265723,
2013,3,7,Non-Berkeley,soda,Non-taxed,3.935494847551665,
2013,3,7,Non-Berkeley,soda,Non-taxed,4.686742871555003,
2013,3,7,Berkeley,soda,Taxed,3.920030527774282,
2013,3,7,Non-Berkeley,soda,Taxed,3.158165669743993,
2013,3,7,Non-Berkeley,soda,Taxed,3.484336445617342,
2013,3,7,Non-Berkeley,soda,Taxed,3.080305607315033,
2013,3,7,Berkeley,fruit drinks/flavored waters,Non-taxed,3.877385033404972,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.794341783836172,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.025701524444323,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.044468090625032,
2013,3,7,Berkeley,fruit drinks/flavored waters,Taxed,3.761483126984471,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.148265882669563,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.330332622765572,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.293311016697685,
2013,3,7,Berkeley,milk substitutes,Non-taxed,5.553537279774096,
2013,3,7,Non-Berkeley,milk substitutes,Non-taxed,5.150723686544735,
2013,3,7,Non-Berkeley,milk substitutes,Non-taxed,6.145916679195443,
2013,3,7,Non-Berkeley,milk substitutes,Non-taxed,5.488183598793934,
2013,3,7,Berkeley,milk substitutes,Taxed,4.175350963587397,
2013,3,7,Non-Berkeley,milk substitutes,Taxed,4.506589968279556,
2013,3,7,Non-Berkeley,milk substitutes,Taxed,4.74219042732881,
2013,3,7,Non-Berkeley,milk substitutes,Taxed,4.392303929276018,
2013,3,7,Berkeley,water,Non-taxed,.9348799567757407,
2013,3,7,Non-Berkeley,water,Non-taxed,.8768006081215229,
2013,3,7,Non-Berkeley,water,Non-taxed,.9616698437069686,
2013,3,7,Non-Berkeley,water,Non-taxed,.9620561976628024,
2013,3,7,Berkeley,milk,Non-taxed,2.706955209290568,
2013,3,7,Non-Berkeley,milk,Non-taxed,2.632339187991569,
2013,3,7,Non-Berkeley,milk,Non-taxed,2.532048916833937,
2013,3,7,Non-Berkeley,milk,Non-taxed,2.590531652837239,
2013,3,7,Berkeley,soda,Non-taxed,5.335273804941437,
2013,3,7,Berkeley,soda,Non-taxed,5.552140314943616,
2013,3,7,Non-Berkeley,soda,Non-taxed,5.110465521048848,
2013,3,7,Non-Berkeley,soda,Non-taxed,5.91131586922225,
2013,3,7,Non-Berkeley,soda,Non-taxed,5.253225167979215,
2013,3,7,Berkeley,soda,Taxed,9.897400631775461,
2013,3,7,Berkeley,soda,Taxed,10.31953984167665,
2013,3,7,Non-Berkeley,soda,Taxed,9.799888376813412,
2013,3,7,Non-Berkeley,soda,Taxed,9.502784526044756,
2013,3,7,Non-Berkeley,soda,Taxed,10.28884383131052,
2013,3,7,Berkeley,fruit drinks/flavored waters,Non-taxed,11.57179267349411,
2013,3,7,Berkeley,fruit drinks/flavored waters,Non-taxed,11.13753504185558,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.14160802392669,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.5989724156804,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.63879881904007,
2013,3,7,Berkeley,fruit drinks/flavored waters,Taxed,9.289944551784076,
2013,3,7,Berkeley,fruit drinks/flavored waters,Taxed,9.431297162074463,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Taxed,9.771361018416936,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Taxed,8.6425377909373,
2013,3,7,Non-Berkeley,fruit drinks/flavored waters,Taxed,9.103361662105817,
2013,3,7,Berkeley,milk substitutes,Non-taxed,9.117762143375364,
2013,3,7,Berkeley,milk substitutes,Non-taxed,9.77089472063007,
2013,3,7,Non-Berkeley,milk substitutes,Non-taxed,9.201472091837141,
2013,3,7,Non-Berkeley,milk substitutes,Non-taxed,9.096370851752706,
2013,3,7,Non-Berkeley,milk substitutes,Non-taxed,9.617465350036886,
2013,3,7,Berkeley,milk substitutes,Taxed,11.60934001655655,
2013,3,7,Berkeley,milk substitutes,Taxed,11.69520721605353,
2013,3,7,Non-Berkeley,milk substitutes,Taxed,12.73291271832096,
2013,3,7,Non-Berkeley,milk substitutes,Taxed,14.52521092914437,
2013,3,7,Non-Berkeley,milk substitutes,Taxed,11.9823806714729,
2013,3,7,Berkeley,water,Non-taxed,3.040440532458123,
2013,3,7,Berkeley,water,Non-taxed,2.525933219390033,
2013,3,7,Non-Berkeley,water,Non-taxed,2.296819539359224,
2013,3,7,Non-Berkeley,water,Non-taxed,1.89080775371747,
2013,3,7,Non-Berkeley,water,Non-taxed,2.562138779086014,
2013,3,7,Berkeley,milk,Non-taxed,5.596801850328882,
2013,3,7,Berkeley,milk,Non-taxed,5.793411190947187,
2013,3,7,Non-Berkeley,milk,Non-taxed,5.563571487940463,
2013,3,7,Non-Berkeley,milk,Non-taxed,5.461053575926458,
2013,3,7,Non-Berkeley,milk,Non-taxed,5.477681617278337,
2013,3,8,Berkeley,soda,Non-taxed,5.839589108552244,
2013,3,8,Non-Berkeley,soda,Non-taxed,4.973855394877843,
2013,3,8,Non-Berkeley,soda,Non-taxed,3.817931232218095,
2013,3,8,Non-Berkeley,soda,Non-taxed,4.714995625658477,
2013,3,8,Berkeley,soda,Taxed,4.682500970061741,
2013,3,8,Non-Berkeley,soda,Taxed,3.604284161647357,
2013,3,8,Non-Berkeley,soda,Taxed,5.035287773201793,
2013,3,8,Non-Berkeley,soda,Taxed,3.542814142792384,
2013,3,8,Berkeley,fruit drinks/flavored waters,Non-taxed,4.416258837250029,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.517957175829532,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.224780322385858,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.846401273392991,
2013,3,8,Berkeley,fruit drinks/flavored waters,Taxed,3.386161188252843,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Taxed,2.718047811119896,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.176335574686309,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.166675514453988,
2013,3,8,Berkeley,milk substitutes,Non-taxed,4.870083834228522,
2013,3,8,Non-Berkeley,milk substitutes,Non-taxed,4.637981819312185,
2013,3,8,Non-Berkeley,milk substitutes,Non-taxed,5.098490531972586,
2013,3,8,Non-Berkeley,milk substitutes,Non-taxed,5.228147817139285,
2013,3,8,Berkeley,milk substitutes,Taxed,4.329370950273119,
2013,3,8,Non-Berkeley,milk substitutes,Taxed,4.229598600943536,
2013,3,8,Non-Berkeley,milk substitutes,Taxed,4.029784899712017,
2013,3,8,Non-Berkeley,milk substitutes,Taxed,4.283421433454295,
2013,3,8,Berkeley,water,Non-taxed,.9565998088181707,
2013,3,8,Non-Berkeley,water,Non-taxed,.8860821340402489,
2013,3,8,Non-Berkeley,water,Non-taxed,1.007291762333507,
2013,3,8,Non-Berkeley,water,Non-taxed,.9443865576566427,
2013,3,8,Berkeley,milk,Non-taxed,2.67756974874377,
2013,3,8,Non-Berkeley,milk,Non-taxed,2.603234316334588,
2013,3,8,Non-Berkeley,milk,Non-taxed,2.500000807065162,
2013,3,8,Non-Berkeley,milk,Non-taxed,2.566159927816872,
2013,3,8,Berkeley,soda,Non-taxed,4.936091180314038,
2013,3,8,Berkeley,soda,Non-taxed,5.172960227734614,
2013,3,8,Non-Berkeley,soda,Non-taxed,4.855650086969328,
2013,3,8,Non-Berkeley,soda,Non-taxed,5.391107553516346,
2013,3,8,Non-Berkeley,soda,Non-taxed,5.008475826496738,
2013,3,8,Berkeley,soda,Taxed,10.35870105770171,
2013,3,8,Berkeley,soda,Taxed,10.18493852734636,
2013,3,8,Non-Berkeley,soda,Taxed,10.24321685679345,
2013,3,8,Non-Berkeley,soda,Taxed,9.819346770910238,
2013,3,8,Non-Berkeley,soda,Taxed,10.14536702175286,
2013,3,8,Berkeley,fruit drinks/flavored waters,Non-taxed,11.07103787718419,
2013,3,8,Berkeley,fruit drinks/flavored waters,Non-taxed,11.01157782201184,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.11815298932531,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.54709874907831,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.54705541444859,
2013,3,8,Berkeley,fruit drinks/flavored waters,Taxed,10.43528624063945,
2013,3,8,Berkeley,fruit drinks/flavored waters,Taxed,10.54470279716544,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.88542325265064,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Taxed,9.839462811309595,
2013,3,8,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.29988104456635,
2013,3,8,Berkeley,milk substitutes,Non-taxed,9.602967790963662,
2013,3,8,Berkeley,milk substitutes,Non-taxed,9.858888978595662,
2013,3,8,Non-Berkeley,milk substitutes,Non-taxed,9.419230697183686,
2013,3,8,Non-Berkeley,milk substitutes,Non-taxed,9.538948199624862,
2013,3,8,Non-Berkeley,milk substitutes,Non-taxed,9.952914651274693,
2013,3,8,Berkeley,milk substitutes,Taxed,12.56084899124452,
2013,3,8,Berkeley,milk substitutes,Taxed,12.91237283090789,
2013,3,8,Non-Berkeley,milk substitutes,Taxed,12.35271058673054,
2013,3,8,Non-Berkeley,milk substitutes,Taxed,14.60466075330124,
2013,3,8,Non-Berkeley,milk substitutes,Taxed,12.82143972821525,
2013,3,8,Berkeley,water,Non-taxed,2.737564794254385,
2013,3,8,Berkeley,water,Non-taxed,2.732035393693336,
2013,3,8,Non-Berkeley,water,Non-taxed,2.21703491276448,
2013,3,8,Non-Berkeley,water,Non-taxed,1.924580054407485,
2013,3,8,Non-Berkeley,water,Non-taxed,2.64918528690084,
2013,3,8,Berkeley,milk,Non-taxed,5.652545134293673,
2013,3,8,Berkeley,milk,Non-taxed,5.940181664736498,
2013,3,8,Non-Berkeley,milk,Non-taxed,5.652545309519946,
2013,3,8,Non-Berkeley,milk,Non-taxed,5.470591287012275,
2013,3,8,Non-Berkeley,milk,Non-taxed,5.551068741580043,
2013,3,9,Berkeley,soda,Non-taxed,4.560650102468865,
2013,3,9,Non-Berkeley,soda,Non-taxed,4.378536091744273,
2013,3,9,Non-Berkeley,soda,Non-taxed,4.166742186834936,
2013,3,9,Non-Berkeley,soda,Non-taxed,3.784933634073041,
2013,3,9,Berkeley,soda,Taxed,4.057166976194019,
2013,3,9,Non-Berkeley,soda,Taxed,2.973467281084505,
2013,3,9,Non-Berkeley,soda,Taxed,4.5720538172609,
2013,3,9,Non-Berkeley,soda,Taxed,3.297792612702064,
2013,3,9,Berkeley,fruit drinks/flavored waters,Non-taxed,3.993771286726444,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.692446390932313,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.761640604998354,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.884693589856633,
2013,3,9,Berkeley,fruit drinks/flavored waters,Taxed,3.506345314312276,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.066361429341955,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.209979099489003,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.1896166742413,
2013,3,9,Berkeley,milk substitutes,Non-taxed,4.672423489797401,
2013,3,9,Non-Berkeley,milk substitutes,Non-taxed,4.127275489703446,
2013,3,9,Non-Berkeley,milk substitutes,Non-taxed,4.889530196375118,
2013,3,9,Non-Berkeley,milk substitutes,Non-taxed,4.472661740056604,
2013,3,9,Berkeley,milk substitutes,Taxed,4.164664065395611,
2013,3,9,Non-Berkeley,milk substitutes,Taxed,4.202051833228303,
2013,3,9,Non-Berkeley,milk substitutes,Taxed,4.09199591907339,
2013,3,9,Non-Berkeley,milk substitutes,Taxed,4.073707333459296,
2013,3,9,Berkeley,water,Non-taxed,.992201798371247,
2013,3,9,Non-Berkeley,water,Non-taxed,.8472292958361671,
2013,3,9,Non-Berkeley,water,Non-taxed,1.062417512264327,
2013,3,9,Non-Berkeley,water,Non-taxed,.9446893619417842,
2013,3,9,Berkeley,milk,Non-taxed,2.701547870648628,
2013,3,9,Non-Berkeley,milk,Non-taxed,2.632253134667373,
2013,3,9,Non-Berkeley,milk,Non-taxed,2.546674934647284,
2013,3,9,Non-Berkeley,milk,Non-taxed,2.614588528649537,
2013,3,9,Berkeley,soda,Non-taxed,5.463315006406511,
2013,3,9,Berkeley,soda,Non-taxed,5.533455136598967,
2013,3,9,Non-Berkeley,soda,Non-taxed,5.32632375945965,
2013,3,9,Non-Berkeley,soda,Non-taxed,6.02487776726985,
2013,3,9,Non-Berkeley,soda,Non-taxed,5.299382981254231,
2013,3,9,Berkeley,soda,Taxed,10.39159916540178,
2013,3,9,Berkeley,soda,Taxed,10.82554426648934,
2013,3,9,Non-Berkeley,soda,Taxed,10.91904057600571,
2013,3,9,Non-Berkeley,soda,Taxed,10.15616161407173,
2013,3,9,Non-Berkeley,soda,Taxed,11.24507387388197,
2013,3,9,Berkeley,fruit drinks/flavored waters,Non-taxed,11.54704054409874,
2013,3,9,Berkeley,fruit drinks/flavored waters,Non-taxed,11.12534266106908,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.73724842825543,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.72812502734778,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.54062495143749,
2013,3,9,Berkeley,fruit drinks/flavored waters,Taxed,11.37634110766237,
2013,3,9,Berkeley,fruit drinks/flavored waters,Taxed,11.47756974516856,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Taxed,11.21859127924562,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.01115388201275,
2013,3,9,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.82755360268531,
2013,3,9,Berkeley,milk substitutes,Non-taxed,9.5285942362855,
2013,3,9,Berkeley,milk substitutes,Non-taxed,10.02601403113636,
2013,3,9,Non-Berkeley,milk substitutes,Non-taxed,9.616248348759653,
2013,3,9,Non-Berkeley,milk substitutes,Non-taxed,10.01358911416549,
2013,3,9,Non-Berkeley,milk substitutes,Non-taxed,10.23070189618295,
2013,3,9,Berkeley,milk substitutes,Taxed,12.70283727279445,
2013,3,9,Berkeley,milk substitutes,Taxed,12.64104067727959,
2013,3,9,Non-Berkeley,milk substitutes,Taxed,12.95324943738648,
2013,3,9,Non-Berkeley,milk substitutes,Taxed,17.65810433491373,
2013,3,9,Non-Berkeley,milk substitutes,Taxed,12.80820893894477,
2013,3,9,Berkeley,water,Non-taxed,2.85090530794803,
2013,3,9,Berkeley,water,Non-taxed,2.826269495094405,
2013,3,9,Non-Berkeley,water,Non-taxed,2.414543292070967,
2013,3,9,Non-Berkeley,water,Non-taxed,1.961942797006745,
2013,3,9,Non-Berkeley,water,Non-taxed,2.824345063095936,
2013,3,9,Berkeley,milk,Non-taxed,5.739352092048978,
2013,3,9,Berkeley,milk,Non-taxed,5.956785155325441,
2013,3,9,Non-Berkeley,milk,Non-taxed,5.778932955465836,
2013,3,9,Non-Berkeley,milk,Non-taxed,5.527583233222443,
2013,3,9,Non-Berkeley,milk,Non-taxed,5.652835006981604,
2013,4,10,Berkeley,soda,Non-taxed,4.660949762902008,
2013,4,10,Non-Berkeley,soda,Non-taxed,4.101565219242037,
2013,4,10,Non-Berkeley,soda,Non-taxed,4.42785019587713,
2013,4,10,Non-Berkeley,soda,Non-taxed,4.412658229294804,
2013,4,10,Berkeley,soda,Taxed,4.368444222222124,
2013,4,10,Non-Berkeley,soda,Taxed,3.226803769576308,
2013,4,10,Non-Berkeley,soda,Taxed,4.082994283304729,
2013,4,10,Non-Berkeley,soda,Taxed,3.24874487840307,
2013,4,10,Berkeley,fruit drinks/flavored waters,Non-taxed,3.742441872160413,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.912290547119729,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.50962699452448,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.4332775725581,
2013,4,10,Berkeley,fruit drinks/flavored waters,Taxed,3.3319286216912,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.011226397021879,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.24071609027053,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.216443886584922,
2013,4,10,Berkeley,milk substitutes,Non-taxed,4.981243885918517,
2013,4,10,Non-Berkeley,milk substitutes,Non-taxed,4.693599702432989,
2013,4,10,Non-Berkeley,milk substitutes,Non-taxed,5.843448767572792,
2013,4,10,Non-Berkeley,milk substitutes,Non-taxed,5.262129671645085,
2013,4,10,Berkeley,milk substitutes,Taxed,3.877435572463221,
2013,4,10,Non-Berkeley,milk substitutes,Taxed,3.758638129026495,
2013,4,10,Non-Berkeley,milk substitutes,Taxed,3.857467574834925,
2013,4,10,Non-Berkeley,milk substitutes,Taxed,3.831226330505835,
2013,4,10,Berkeley,water,Non-taxed,.9124756214226807,
2013,4,10,Non-Berkeley,water,Non-taxed,.8828451695822607,
2013,4,10,Non-Berkeley,water,Non-taxed,1.004341041665089,
2013,4,10,Non-Berkeley,water,Non-taxed,1.040737916901071,
2013,4,10,Berkeley,milk,Non-taxed,2.670406609439729,
2013,4,10,Non-Berkeley,milk,Non-taxed,2.614956551875116,
2013,4,10,Non-Berkeley,milk,Non-taxed,2.527952557160609,
2013,4,10,Non-Berkeley,milk,Non-taxed,2.569463992483691,
2013,4,10,Berkeley,soda,Non-taxed,5.153085510191483,
2013,4,10,Berkeley,soda,Non-taxed,5.481572834288429,
2013,4,10,Non-Berkeley,soda,Non-taxed,5.20148003177249,
2013,4,10,Non-Berkeley,soda,Non-taxed,6.087643067422767,
2013,4,10,Non-Berkeley,soda,Non-taxed,5.259869928024188,
2013,4,10,Berkeley,soda,Taxed,10.46111810289113,
2013,4,10,Berkeley,soda,Taxed,10.47580817040406,
2013,4,10,Non-Berkeley,soda,Taxed,10.60602850845175,
2013,4,10,Non-Berkeley,soda,Taxed,10.13318327823349,
2013,4,10,Non-Berkeley,soda,Taxed,11.13287875534382,
2013,4,10,Berkeley,fruit drinks/flavored waters,Non-taxed,11.43325628956188,
2013,4,10,Berkeley,fruit drinks/flavored waters,Non-taxed,10.96207034843884,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.56593864960052,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.75796203081639,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.34950310318171,
2013,4,10,Berkeley,fruit drinks/flavored waters,Taxed,11.15198641191835,
2013,4,10,Berkeley,fruit drinks/flavored waters,Taxed,11.61286288799095,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Taxed,11.63118945560751,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.52158800764151,
2013,4,10,Non-Berkeley,fruit drinks/flavored waters,Taxed,11.6998843983968,
2013,4,10,Berkeley,milk substitutes,Non-taxed,9.652001475682392,
2013,4,10,Berkeley,milk substitutes,Non-taxed,9.949928491692914,
2013,4,10,Non-Berkeley,milk substitutes,Non-taxed,9.586892955168006,
2013,4,10,Non-Berkeley,milk substitutes,Non-taxed,10.67046973673014,
2013,4,10,Non-Berkeley,milk substitutes,Non-taxed,10.24788361183753,
2013,4,10,Berkeley,milk substitutes,Taxed,12.73444574067048,
2013,4,10,Berkeley,milk substitutes,Taxed,12.82774311128795,
2013,4,10,Non-Berkeley,milk substitutes,Taxed,13.15924575469468,
2013,4,10,Non-Berkeley,milk substitutes,Taxed,16.46475016402475,
2013,4,10,Non-Berkeley,milk substitutes,Taxed,12.73872773520975,
2013,4,10,Berkeley,water,Non-taxed,2.725682554037516,
2013,4,10,Berkeley,water,Non-taxed,2.817176180681026,
2013,4,10,Non-Berkeley,water,Non-taxed,2.363980905000952,
2013,4,10,Non-Berkeley,water,Non-taxed,1.991394933787337,
2013,4,10,Non-Berkeley,water,Non-taxed,2.851110478106465,
2013,4,10,Berkeley,milk,Non-taxed,5.846023529279274,
2013,4,10,Berkeley,milk,Non-taxed,6.025983395089284,
2013,4,10,Non-Berkeley,milk,Non-taxed,5.789069608943099,
2013,4,10,Non-Berkeley,milk,Non-taxed,5.614642191116573,
2013,4,10,Non-Berkeley,milk,Non-taxed,5.717581893141658,
2013,4,11,Berkeley,soda,Non-taxed,5.087432699322341,
2013,4,11,Non-Berkeley,soda,Non-taxed,4.113274157644486,
2013,4,11,Non-Berkeley,soda,Non-taxed,5.005527041475697,
2013,4,11,Non-Berkeley,soda,Non-taxed,4.404862813380991,
2013,4,11,Berkeley,soda,Taxed,4.954180566027912,
2013,4,11,Non-Berkeley,soda,Taxed,3.295873340264987,
2013,4,11,Non-Berkeley,soda,Taxed,4.678451890732719,
2013,4,11,Non-Berkeley,soda,Taxed,2.983268163686858,
2013,4,11,Berkeley,fruit drinks/flavored waters,Non-taxed,4.499537929232336,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.29699959419224,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.516329154524416,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.398569418730923,
2013,4,11,Berkeley,fruit drinks/flavored waters,Taxed,3.370431830317377,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.004082352148534,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.341892730324881,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.18872846804479,
2013,4,11,Berkeley,milk substitutes,Non-taxed,5.413079312756407,
2013,4,11,Non-Berkeley,milk substitutes,Non-taxed,5.014463988322553,
2013,4,11,Non-Berkeley,milk substitutes,Non-taxed,5.771232536770023,
2013,4,11,Non-Berkeley,milk substitutes,Non-taxed,5.650230082423454,
2013,4,11,Berkeley,milk substitutes,Taxed,4.171501662320671,
2013,4,11,Non-Berkeley,milk substitutes,Taxed,4.743376177911263,
2013,4,11,Non-Berkeley,milk substitutes,Taxed,4.701261047621928,
2013,4,11,Non-Berkeley,milk substitutes,Taxed,5.162641966195969,
2013,4,11,Berkeley,water,Non-taxed,.8668079667047506,
2013,4,11,Non-Berkeley,water,Non-taxed,.8555431448597371,
2013,4,11,Non-Berkeley,water,Non-taxed,.9081313884075106,
2013,4,11,Non-Berkeley,water,Non-taxed,.873850948899129,
2013,4,11,Berkeley,milk,Non-taxed,2.662570094100872,
2013,4,11,Non-Berkeley,milk,Non-taxed,2.561658281274784,
2013,4,11,Non-Berkeley,milk,Non-taxed,2.484159032647407,
2013,4,11,Non-Berkeley,milk,Non-taxed,2.566476172484195,
2013,4,11,Berkeley,soda,Non-taxed,5.355025022118068,
2013,4,11,Berkeley,soda,Non-taxed,5.733977452906482,
2013,4,11,Non-Berkeley,soda,Non-taxed,5.595316722099583,
2013,4,11,Non-Berkeley,soda,Non-taxed,6.113410022150687,
2013,4,11,Non-Berkeley,soda,Non-taxed,5.715846684995144,
2013,4,11,Berkeley,soda,Taxed,10.7930324255423,
2013,4,11,Berkeley,soda,Taxed,11.1285004297045,
2013,4,11,Non-Berkeley,soda,Taxed,11.04232961746214,
2013,4,11,Non-Berkeley,soda,Taxed,10.23984853264926,
2013,4,11,Non-Berkeley,soda,Taxed,10.81568975021301,
2013,4,11,Berkeley,fruit drinks/flavored waters,Non-taxed,11.3646371645258,
2013,4,11,Berkeley,fruit drinks/flavored waters,Non-taxed,10.81924172800451,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.11459464740325,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.39106304347175,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.81441305461612,
2013,4,11,Berkeley,fruit drinks/flavored waters,Taxed,11.78018733390408,
2013,4,11,Berkeley,fruit drinks/flavored waters,Taxed,11.88577297570111,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Taxed,12.07141657233911,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.95195542006327,
2013,4,11,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.82112098934207,
2013,4,11,Berkeley,milk substitutes,Non-taxed,9.54242140918147,
2013,4,11,Berkeley,milk substitutes,Non-taxed,10.0489536910859,
2013,4,11,Non-Berkeley,milk substitutes,Non-taxed,9.845311633594841,
2013,4,11,Non-Berkeley,milk substitutes,Non-taxed,10.36036810419029,
2013,4,11,Non-Berkeley,milk substitutes,Non-taxed,10.14160016966081,
2013,4,11,Berkeley,milk substitutes,Taxed,11.33647990430715,
2013,4,11,Berkeley,milk substitutes,Taxed,12.3985055668399,
2013,4,11,Non-Berkeley,milk substitutes,Taxed,13.3131854812829,
2013,4,11,Non-Berkeley,milk substitutes,Taxed,15.70309108032641,
2013,4,11,Non-Berkeley,milk substitutes,Taxed,13.06713789838571,
2013,4,11,Berkeley,water,Non-taxed,3.184558699813516,
2013,4,11,Berkeley,water,Non-taxed,3.193181773793158,
2013,4,11,Non-Berkeley,water,Non-taxed,2.593652594036773,
2013,4,11,Non-Berkeley,water,Non-taxed,2.096510521124637,
2013,4,11,Non-Berkeley,water,Non-taxed,3.30951871692889,
2013,4,11,Berkeley,milk,Non-taxed,5.899944801284626,
2013,4,11,Berkeley,milk,Non-taxed,6.088324462950001,
2013,4,11,Non-Berkeley,milk,Non-taxed,5.840052582895623,
2013,4,11,Non-Berkeley,milk,Non-taxed,5.58639913356421,
2013,4,11,Non-Berkeley,milk,Non-taxed,5.831550439929574,
2013,4,12,Berkeley,soda,Non-taxed,5.623270682267268,
2013,4,12,Non-Berkeley,soda,Non-taxed,4.787659476190173,
2013,4,12,Non-Berkeley,soda,Non-taxed,4.035284333133525,
